Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas),nuevo iva,Unidad de Costo,Unidad de Medida,Nueva referencia producto,referencia producto - primera vez,referencia producto - segunda vez
25NOVAG13P1767,LINTODENT GEL DENTAL CANIS Y FELIS * 50 GR,1767,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,20594,16475,,,19,20,25NOVAG13P176,GRAMOS,LINEA DE ASEO,MASCOTAS,GEL * 50GR,CLORHEXIDINA- EXTRACTO DE CALÉNDULA,CUIDADO DE MASCOTAS / LINEA DE ASEO,GRAMOS // GEL * 50GR,IVA Ventas 19%,Unidades,Unidades,1767,1767,1767
16INVEG29P1892,LIPO-FORM * 180 ML,1892,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,INVET SA,29923,24447,,,0,18.3,16INVEG29P189,GRAMOS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 180GR,VITA A- B6- D- E- COLINA- ACI OLEICO- ACI GRASOS- ZINC,VITAMINAS Y MINERALES / MULTIVITAMINICO,GRAMOS // SUSPENSIÓN * 180GR,sin iva,Unidades,Unidades,1892,1892,1892
18CALIG21P1992,LITAZIX BTO * 25 KG,1992,UNIDAD,INSUMOS PECUARIOS,PORCICULTURA,LABORATORIOS LAVERLAM,0,0,,,19,19.3,18CALIG21P1992,KILOGRAMO,INSUMO,PORCICULTURA,25 KG,MINERALES- INGREDIENTES DE ORIGEN VEGETAL- ACIDOS,INSUMOS PECUARIOS / INSUMO,KILOGRAMO // 25 KG,IVA Ventas 19%,Unidades,Unidades,1992,1992,1992
34ZOETG10P2697,LITTERGUARD LT-C * 10 DOSIS (E.COLI),2697,UNIDAD,BIOLOGICOS,PORCICULTURA,ZOETIS COLOMBIA S.A.S,0,0,,,0,20,34ZOETG10P2697,DOSIS,VACUNAS,PORCICULTURA,INYECTABLE*10DOSIS,CLOSTRIDIUM PERFRINGENS- ESCHERICHIA COLI,BIOLOGICOS / VACUNAS,DOSIS // INYECTABLE*10DOSIS,sin iva,Unidades,Unidades,2697,2697,2697
34ZOETG10P2698,LITTERGUARD LT-C * 50 DOSIS (E.COLI),2698,UNIDAD,BIOLOGICOS,PORCICULTURA,ZOETIS COLOMBIA S.A.S,0,0,,,0,20,34ZOETG10P2698,DOSIS,VACUNAS,PORCICULTURA,INYECTABLE*50DOSIS,CLOSTRIDIUM PERFRINGENS- ESCHERICHIA COLI,BIOLOGICOS / VACUNAS,DOSIS // INYECTABLE*50DOSIS,sin iva,Unidades,Unidades,2698,2698,2698
16INVEG24P1894,LIV 52 * 110 ML,1894,UNIDAD,PRODUCTOS NATURALES,MASCOTAS,INVET SA,58177,46412,,,0,18.3,16INVEG24P1894,MILILITROS,AYURVEDICO,MASCOTAS,SUSPENSIÓN * 110ML,NO APLICA,PRODUCTOS NATURALES / AYURVEDICO,MILILITROS // SUSPENSIÓN * 110ML,sin iva,Unidades,Unidades,1894,1894,1894
27PROCG29P1834,LIVANAL * 10 ML,1834,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1834,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 10ML,YODO METALICO- YODURO DE POTASIO- ALCANFOR- SODIO- ALCOHOL,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 10ML,sin iva,Unidades,Unidades,1834,1834,1834
27PROCG29P1835,LIVANAL * 100 ML,1835,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PROCONVET SA,112422,89600,,,0,20.3,27PROCG29P183,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 100ML,YODO METALICO- YODURO DE POTASIO- ALCANFOR- SODIO- ALCOHOL,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1835,1835,1835
27PROCG29P1836,LIVANAL * 50 ML,1836,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1836,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,YODO METALICO- YODURO DE POTASIO- ALCANFOR- SODIO- ALCOHOL,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1836,1836,1836
26PHARG16P2173,LIVERPROT EQ * 1000 GR,2173,UNIDAD,ESPECIALIDADES MEDICAS,EQUINOS,PHARVET S.A.S,0,0,,,0,20,26PHARG16P2173,GRAMOS,HEPATOPROTECTOR,EQUINOS,POLVO * 1000GR,SILIMARINA- EXTRACTO DE CYNARA- COLINA,ESPECIALIDADES MEDICAS / HEPATOPROTECTOR,GRAMOS // POLVO * 1000GR,sin iva,Unidades,Unidades,2173,2173,2173
26PHARG16P2174,LIVERPROT PET * 50 CAPSULAS,2174,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,PHARVET S.A.S,0,0,,,0,20,26PHARG16P2174,CAPSULA,HEPATOPROTECTOR,MASCOTAS,50 CAPSULAS,SILIMARINA- EXTRACTO DE CYNARA- COLINA,ESPECIALIDADES MEDICAS / HEPATOPROTECTOR,CAPSULA // 50 CAPSULAS,sin iva,Unidades,Unidades,2174,2174,2174
26PHARG16P2175,LIVERPROT PET * 50 ML GOTAS,2175,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,PHARVET S.A.S,0,0,,,0,20,26PHARG16P2175,MILILITROS,HEPATOPROTECTOR,MASCOTAS,GOTERO * 50ML,SILIMARINA- EXTRACTO DE CYNARA- COLINA,ESPECIALIDADES MEDICAS / HEPATOPROTECTOR,MILILITROS // GOTERO * 50ML,sin iva,Unidades,Unidades,2175,2175,2175
16INVEG13P1895,LOCION SPLASH-PET * 240 ML,1895,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,INVET SA,0,0,,,19,18.3,16INVEG13P1895,MILILITROS,LINEA DE ASEO,MASCOTAS,240 ML,FRAGANCIA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 240 ML,IVA Ventas 19%,Unidades,Unidades,1895,1895,1895
26PHARG08P2176,LONGIVER * 100 ML,2176,UNIDAD,ANTIPARASITARIOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG08P2176,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 100ML,"IVERMECTINA 3,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,2176,2176,2176
26PHARG08P2177,LONGIVER * 200 ML,2177,UNIDAD,ANTIPARASITARIOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG08P2177,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE  * 200ML,"IVERMECTINA 3,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE  * 200ML,sin iva,Unidades,Unidades,2177,2177,2177
26PHARG08P2178,LONGIVER * 50 ML,2178,UNIDAD,ANTIPARASITARIOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG08P2178,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 50ML,"IVERMECTINA 3,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,2178,2178,2178
26PHARG08P2179,LONGIVER * 500 ML,2179,UNIDAD,ANTIPARASITARIOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG08P2179,MILILITROS,ANTIPARASITARIO,GANADERIA,INYECTABLE * 500ML,"IVERMECTINA 3,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,2179,2179,2179
40COLVG08P2846,LPA 9-24  KG 2 COMP * 115 MG,2846,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIO COLOMBIANO DE VETERINARIA S.A,7992,6314,,,0,21,40COLVG08P2846,UNIDAD,ANTIPARASITARIO,MASCOTAS,UNIDAD,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2846,2846,2846
34ZOETG19P2699,LUTALYSE 5MG/ML VIAL* 30 ML,2699,UNIDAD,HORMONALES,GANADERIA,ZOETIS COLOMBIA S.A.S,0,0,,,0,20,34ZOETG19P2699,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 30ML,DINOPROST TROMETAMINA 5MG,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 30ML,sin iva,Unidades,Unidades,2699,2699,2699
31VICAG19P1339,LUTEOFIN INY * 30 ML,1339,UNIDAD,HORMONALES,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG19P1339,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 30ML,DINOPROST TROMETAMINA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 30ML,sin iva,Unidades,Unidades,1339,1339,1339
14HEELG18P1949,LYMPHOMYOSOT * 100 TABLETAS,1949,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1949,TABLETA,HOMEOPATICO,HUMANOS,TABLETAS * 100,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,TABLETA // TABLETAS * 100,sin iva,Unidades,Unidades,1949,1949,1949
14HEELG18P1950,LYMPHOMYOSOT ESP CJA * 5 AMP,1950,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1950,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1950,1950,1950
14HEELG18P1951,LYMPHOMYOSOT GOTAS * 30 ML,1951,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1951,MILILITROS,HOMEOPATICO,HUMANOS,SUSPENSIÓN * 30ML,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,MILILITROS // SUSPENSIÓN * 30ML,sin iva,Unidades,Unidades,1951,1951,1951
26PHARG27P2180,LYSIN T.M EQ * 1000 GR,2180,UNIDAD,SUPLEMENTOS ALIMENTICIOS,EQUINOS,PHARVET S.A.S,0,0,,,0,20,26PHARG27P2180,GRAMOS,SUPLEMENTOS ALMENTICIOS,EQUINOS,INYECTABLE * 1000GR,LISINA- TREONINA- METIONINA- MAGNESIO- ZINC,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,GRAMOS // INYECTABLE * 1000GR,sin iva,Unidades,Unidades,2180,2180,2180
18CALIG11P1993,MAHUZER CAJA * 25 SOBRES * 10 GR,1993,UNIDAD,CONTROL DE PLAGAS,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG11P1993,GRAMOS,RODENTICIDA,GANADERIA,10 GR,BRODIFACOUMA - BENZOATO DE DENATONIUM,CONTROL DE PLAGAS / RODENTICIDA,GRAMOS // 10 GR,sin iva,Unidades,Unidades,1993,1993,1993
18CALIG11P1994,MAHUZER CJA * 100 SOBRES * 10 GR,1994,UNIDAD,CONTROL DE PLAGAS,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG11P1994,GRAMOS,RODENTICIDA,GANADERIA,10 GR,BRODIFACOUMA - BENZOATO DE DENATONIUM,CONTROL DE PLAGAS / RODENTICIDA,GRAMOS // 10 GR,sin iva,Unidades,Unidades,1994,1994,1994
24LZOOG08P1593,MAIZ VERMIFUGO BLISTER * 10 TABS,1593,UNIDAD,ANTIPARASITARIOS,AVICULTURA,LABORATORIOS ZOO S.A.S.,12450,2172,,,0,18.3,24LZOOG08P159,TABLETA,ANTIPARASITARIO,AVICULTURA,TABLETAS * 10,"LEVAMISOL 22,5 MG",ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,1593,1593,1593
24LZOOG08P1594,MAIZ VERMIFUGO FCO * 500 TABS,1594,UNIDAD,ANTIPARASITARIOS,AVICULTURA,LABORATORIOS ZOO S.A.S.,0,0,,,0,18.3,24LZOOG08P1594,TABLETA,ANTIPARASITARIO,AVICULTURA,TABLETAS * 500,"LEVAMISOL 22,5 MG",ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 500,sin iva,Unidades,Unidades,1594,1594,1594
37INSMG21P2778,MALLA FILTRO PLASTICO,2778,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2778,UNIDAD,INSUMO,GANADERIA,UNIDAD,NO APLICA,INSUMOS PECUARIOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2778,2778,2778
36BIOSG07P0076,MAMYCICLIN LPU * 100 ML,76,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0076,MILILITRO,ANTIBIOTICO,GANADERIA,100ML,ESPIRAMICINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // 100ML,sin iva,Unidades,Unidades,76,76,76
36BIOSG07P0077,MAMYCICLIN LPU * 250 ML,77,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0077,MILILITRO,ANTIBIOTICO,GANADERIA,250 ML,ESPIRAMICINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // 250 ML,sin iva,Unidades,Unidades,77,77,77
36BIOSG07P0078,MAMYCICLIN S.I * 50 ML,78,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0078,MILILITRO,ANTIBIOTICO,GANADERIA,,ESPIRAMICINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // ,sin iva,Unidades,Unidades,78,78,78
37INSMG21P2779,MANGA OBSTETRICA BOLSA * 50 UDS NARANJA INSMEVET,2779,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,19,20,37INSMG21P2779,CAJA,INSUMO,GANADERIA,CAJA,NO APLICA,INSUMOS PECUARIOS / INSUMO,CAJA // CAJA,IVA Ventas 19%,Unidades,Unidades,2779,2779,2779
37INSMG20P2780,MANGO BISTURI ACERO # 4,2780,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2780,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2780,2780,2780
37INSMG20P2781,MANGO BISTURI AMALGADENT # 4,2781,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2781,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2781,2781,2781
37INSMG20P2782,MANGO BISTURI ISAVET # 4,2782,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2782,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2782,2782,2782
21PROVG07P1054,MARBOCAN 25 * 10 TBAS,1054,UNIDAD,ANTIMICROBIANOS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG07P1054,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,1054,1054,1054
21PROVG07P1055,MARBOCAN 50 * 10 TABS,1055,UNIDAD,ANTIMICROBIANOS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG07P1055,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,1055,1055,1055
21PROVG07P1056,MARBOCAT 8 * 10 TABS,1056,UNIDAD,ANTIMICROBIANOS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG07P1056,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,1056,1056,1056
13CALIG07P2618,MARBOQUIN * 25 MG * 10 TABS,2618,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,17509.17993,14305,,,0,18.3,7707115366764,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,2618,2618,2618
13CALIG07P2619,MARBOQUIN * 25 MG * 30 TABS,2619,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,49843.32925,40722,,,0,18.3,7707115366863,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 30,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 30,sin iva,Unidades,Unidades,2619,2619,2619
13CALIG07P2620,MARBOQUIN * 5 MG * 10 TABS,2620,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,13700.1224,11193,,,0,18.3,7707115306838,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,2620,2620,2620
13CALIG07P2621,MARBOQUIN * 50 MG * 10 TABS,2621,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,27042.83966,22094,,,0,18.3,7707115366702,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,2621,2621,2621
13CALIG07P2622,MARBOQUIN * 50 MG * 30 TABS,2622,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,75365.97307,61574,,,0,18.3,7707115366870,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 30,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 30,sin iva,Unidades,Unidades,2622,2622,2622
13CALIG07P2623,MARBOQUIN 10% INY * 10 ML,2623,UNIDAD,ANTIMICROBIANOS,MASCOTAS,COMPAÑIA CALIFORNIA,31523.86781,25755,,,0,18.3,7707115309551,MILILITROS,ANTIBIOTICO,MASCOTAS,INYECTABLE * 10ML,MARBOFLOXACINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 10ML,sin iva,Unidades,Unidades,2623,2623,2623
30VETLG07P2030,MASTICILIN JGA * 10 ML,2030,UNIDAD,ANTIMICROBIANOS,GANADERIA,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG07P2030,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,GENTAMICINA- NEOMICINA- FLUMETASONA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2030,2030,2030
22SERVG07P1168,MASTIDRY CJA * 4 JGA * 10 ML,1168,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007405502,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML,sin iva,Unidades,Unidades,1168,1168,1168
15ICOFG07P2104,MASTIGEL CJA* 4 JGA * 10 ML,2104,UNIDAD,ANTIMICROBIANOS,GANADERIA,ICOFARMA S.A,37442.5,29954,,,0,20,7707175801304,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,NEOMICINA- LINCOMICINA- DEXAMETASONA ,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML,sin iva,Unidades,Unidades,2104,2104,2104
25NOVAG15P1768,MASTIT-READ * 1 LT,1768,UNIDAD,DIAGNOSTICOS,GANADERIA,NOVALFARM LTDA,0,0,,,0,20,25NOVAG15P1768,LITROS,TEST DIAGNOSTICOS,GANADERIA,1 LITRO,NO APLICA,DIAGNOSTICOS / TEST DIAGNOSTICOS,LITROS // 1 LITRO,sin iva,Unidades,Unidades,1768,1768,1768
25NOVAG15P1769,MASTIT-READ * 2 LT,1769,UNIDAD,DIAGNOSTICOS,GANADERIA,NOVALFARM LTDA,0,0,,,0,20,25NOVAG15P1769,LITROS,TEST DIAGNOSTICOS,GANADERIA,2 LITROS,NO APLICA,DIAGNOSTICOS / TEST DIAGNOSTICOS,LITROS // 2 LITROS,sin iva,Unidades,Unidades,1769,1769,1769
25NOVAG15P1770,MASTIT-READ * 4 LT,1770,UNIDAD,DIAGNOSTICOS,GANADERIA,NOVALFARM LTDA,0,0,,,0,20,25NOVAG15P1770,LITROS,TEST DIAGNOSTICOS,GANADERIA,4 LITROS,NO APLICA,DIAGNOSTICOS / TEST DIAGNOSTICOS,LITROS // 4 LITROS,sin iva,Unidades,Unidades,1770,1770,1770
23LAVMG05P2373,MASTIVEM LACTACION * 4 JGAS,2373,UNIDAD,ANTIMASTITICOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG05P2373,CAJA,ANTIBIOTICO,GANADERIA,CAJA * 4 JGAS,CLOXACILINA BENZATINICA- AMPICILINA SODICA ,ANTIMASTITICOS / ANTIBIOTICO,CAJA // CAJA * 4 JGAS,sin iva,Unidades,Unidades,2373,2373,2373
23LAVMG05P2374,MASTIVEM SECADO * 4 JGAS,2374,UNIDAD,ANTIMASTITICOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG05P2374,CAJA,ANTIBIOTICO,GANADERIA,CAJA * 4 JGAS,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMASTITICOS / ANTIBIOTICO,CAJA // CAJA * 4 JGAS,sin iva,Unidades,Unidades,2374,2374,2374
19CHALG08P1467,MATARRAZ * 30 ML,1467,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG08P1467,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 30ML,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 30ML,sin iva,Unidades,Unidades,1467,1467,1467
26PHARG29P2181,MAX-IM - VIT* 20 GR,2181,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG29P2181,GRAMOS,MULTIVITAMINICO,GANADERIA,POLVO * 20GR,VITA A- C- B1- B12,VITAMINAS Y MINERALES / MULTIVITAMINICO,GRAMOS // POLVO * 20GR,sin iva,Unidades,Unidades,2181,2181,2181
13CALIG27P2624,MAXCISO INY 100ML,2624,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115300942,MILILITROS,SUPLEMENTOS ALMENTICIOS,MASCOTAS,INYECTABLE * 100ML,DEXTROSA- VITAMINA B 12- SELENIO- ZINC- MAGNESIO- MANGANESO,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,2624,2624,2624
32VIRBG07P2517,MAXFLOR * 100 ML,2517,UNIDAD,ANTIMICROBIANOS,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,99032.64813,81900,,,0,17.3,32VIRBG07P2517,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,FLORFENICOL,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,2517,2517,2517
22SERVG08P1169,MEBEQUINO ORAL JGA * 20 ML,1169,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007401405,MILILITROS,ANTIPARASITARIO,GANADERIA,JERINGA * 20ML,MEBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 20ML,sin iva,Unidades,Unidades,1169,1169,1169
11BOGAG19P1515,MEDROXIPROGESTERONA OVER CJA * 5 FCO* 1 ML,1515,UNIDAD,HORMONALES,MASCOTAS,BOGAL VET S.A.S.,58240,46767,,,0,19.3,11BOGAG19P151,MILILITROS,HORMONALES,MASCOTAS,CAJA * 5 FCO* 1ML,MEDROXIPROGESTERONA 50MG,HORMONALES / HORMONALES,MILILITROS // CAJA * 5 FCO* 1ML,sin iva,Unidades,Unidades,1515,1515,1515
14HEELG18P1952,MEDULA OSEA SUIS CJA * 5 AMP,1952,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1952,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1952,1952,1952
32VIRBG29P2518,MEGADERM * 4 ML CJA * 28 UND,2518,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,55380.8948,45800,,,5,17.3,32VIRBG29P2518,MILILITROS,MULTIVITAMINICO,MASCOTAS,COJIN * 4ML,VITA A- E- OMEGA 3- 6- 9- ACEITE DE GIRASOL- PESCADO- ONAGRA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // COJIN * 4ML,IVA Ventas 5%,Unidades,Unidades,2518,2518,2518
32VIRBG29P2519,MEGADERM * 8 ML CJA * 28 UND,2519,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,81136.63845,67100,,,5,17.3,32VIRBG29P2519,MILILITROS,MULTIVITAMINICO,MASCOTAS,COJIN * 8ML,VITA A- E- OMEGA 3- 6- 9- ACEITE DE GIRASOL- PESCADO- ONAGRA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // COJIN * 8ML,IVA Ventas 5%,Unidades,Unidades,2519,2519,2519
