Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas)
22SERVG08P1142,GANAMEC INY * 50 ML,1142,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404932,MILILITROS,ANTIPARASITARIO-ANABOLICO,GANADERIA,INYECTABLE * 50ML,IVERMECTINA 1%- ZERANOL ,ANTIPARASITARIOS / ANTIPARASITARIO-ANABOLICO,MILILITROS // INYECTABLE * 50ML
28VALLG08P1652,GANATRAZ * 20 ML,1652,UNIDAD,ANTIPARASITARIOS,GANADERIA,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,0,20,28VALLG08P1652,MILILITROS,ANTIPARASITARIO,GANADERIA,SOLUCION * 100ML,AMITRAZ,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SOLUCION * 100ML
11BOGAG25P1506,GANEKYL * 10 ML,1506,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG25P1506,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE *10ML,NANDROLONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE *10ML
11BOGAG25P1507,GANEKYL * 100 ML,1507,UNIDAD,PROMOTORES DE CRECIMIENTO,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG25P1507,MILILITROS,ANABOLICO,GANADERIA,INYECTABLE *100ML,NANDROLONA 5%,PROMOTORES DE CRECIMIENTO / ANABOLICO,MILILITROS // INYECTABLE *100ML
36BIOSG08P0056,GARATOX * 100 ML,56,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0056,MILILITRO,ANTIPARASITARIO,GANADERIA,100ML,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 100ML
36BIOSG08P0057,GARATOX * 240 ML,57,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0057,MILILITRO,ANTIPARASITARIO,GANADERIA,240 ML,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 240 ML
36BIOSG08P0058,GARATOX * 30 ML,58,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,15189.87342,12000,,,0,21,7707327441907,MILILITRO,ANTIPARASITARIO,GANADERIA,,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
36BIOSG08P0059,GARATOX * 480 ML,59,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0059,MILILITRO,ANTIPARASITARIO,GANADERIA,,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
36BIOSG08P0060,GARATOX * LITRO,60,UNIDAD,ANTIPARASITARIOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG08P0060,LITROS,ANTIPARASITARIO,GANADERIA,,ETHION 83%,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // 
22SERVG08P1143,GARRABANO * 100 ML,1143,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007404925,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 100ML,"AMITRAZ 12,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 100ML
22SERVG08P1144,GARRABANO * 33 ML,1144,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,9324.691358,7553,,,0,19,7707007403232,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 33ML,"AMITRAZ 12,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 33ML
22SERVG08P1145,GARRABANO * 500 ML,1145,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007403218,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 500ML,"AMITRAZ 12,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 500ML
22SERVG08P1146,GARRABANO * LITRO,1146,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007403201,LITROS,ANTIPARASITARIO,GANADERIA,FRASCO * LITRO,"AMITRAZ 12,5%",ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // FRASCO * LITRO
22SERVG08P1147,GARRABANO PETS * 33 ML,1147,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS SERVINSUMOS S.A,10532.09877,8531,,,0,19,7707007403249,MILILITROS,ANTIPARASITARIO,MASCOTAS,FRASCO * 33ML,"AMITRAZ 12,5%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 33ML
15ICOFG08P2093,GARRAPATHION * 20 ML,2093,UNIDAD,ANTIPARASITARIOS,GANADERIA,ICOFARMA S.A,0,0,,,0,20,15ICOFG08P2093,MILILITROS,ANTIPARASITARIO,GANADERIA,FRASCO * 20ML,"AMITRAZ 20,8%",ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 20ML
1001,GASTOS,,UNIDAD,,,,1,350000,,,0,0,1001,,,,,NO APLICA, / , // 
14HEELG18P1936,GASTRICUMEEL * 50 TABLETAS,1936,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1936,TABLETA,HOMEOPATICO,HUMANOS,TABLETAS * 50,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,TABLETA // TABLETAS * 50
27PROCG03P1821,GASTRIPROC JGA * 6.8 GR (OMEPRAZOL 37%),1821,UNIDAD,ANTIACIDOS-ANTIULCEROSOS,GANADERIA,PROCONVET SA,38959,31050,,,0,20.3,27PROCG03P182,GRAMOS,PROTECTOR GASTRICO,GANADERIA,"JERINGA * 6,8GR",OMEPRAZOL,ANTIACIDOS-ANTIULCEROSOS / PROTECTOR GASTRICO,"GRAMOS // JERINGA * 6,8GR"
27PROCG18P1822,GASTROPET FCO * 30 CAPS.,1822,UNIDAD,HOMEOPATICOS,MASCOTAS,PROCONVET SA,38093,30360,,,0,20.3,27PROCG18P1822,CAPSULA,HOMEOPATICO,MASCOTAS,30 CAPSULAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,CAPSULA // 30 CAPSULAS
12CELLG16P2433,GASTROSTIM INY * 10 ML,2433,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,CELLS FARMACEUTICA,16642,14280,,,0,22,7708473111249,MILILITROS,ANTIEMETICO,MASCOTAS,INYECTABLE *10ML,METOCLOPRAMIDA,ESPECIALIDADES MEDICAS / ANTIEMETICO,MILILITROS // INYECTABLE *10ML
12CELLG16P2434,GASTROSTIM ORAL * 10 ML,2434,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,CELLS FARMACEUTICA,12885,10050,,,0,22,7708473111768,MILILITROS,ANTIEMETICO,MASCOTAS,SUSPENSIÓN * 10ML,METOCLOPRAMIDA,ESPECIALIDADES MEDICAS / ANTIEMETICO,MILILITROS // SUSPENSIÓN * 10ML
21PROVG03P1047,GASTROZOLE EQ JGA * 6.4 GR,1047,UNIDAD,ANTIACIDOS-ANTIULCEROSOS,GANADERIA,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG03P1047,GRAMOS,PROTECTOR GASTRICO,GANADERIA,"JERINGA * 6,4GR",NO APLICA,ANTIACIDOS-ANTIULCEROSOS / PROTECTOR GASTRICO,"GRAMOS // JERINGA * 6,4GR"
13CALIG07P2611,GELUK 50 MG (GENTAMICINA) INY * 20 ML,2611,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG07P2611,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 20 ML,NO APLICA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 20 ML
49PROQG09P2977,GENCIANA FRASCO* 120ML,2977,UNIDAD,ANTISEPTICOS-DESINFECTANTES,MASCOTAS,PROQUIVET SAS,10850,8322,,,0,23.3,49PROQG09P2977,,ANTISEPTICO,MASCOTAS,,NO APLICA,ANTISEPTICOS-DESINFECTANTES / ANTISEPTICO, // 
16INVEG07P1884,GENTAX 100 S.I * 20 ML,1884,UNIDAD,ANTIMICROBIANOS,GANADERIA,INVET SA,54427,44467,,,0,18.3,16INVEG07P188,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 20ML,GENTAMICINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 20ML
16INVEG23P1885,GENTAX OFTALMICO * 10 ML,1885,UNIDAD,OTICOS-OFTALMICOS,MASCOTAS,INVET SA,19960,16307,,,0,18.3,16INVEG23P1885,MILILITROS,OFTALMICO,MASCOTAS,GOTERO * 10ML,GENTAMICINA- BETAMETASONA,OTICOS-OFTALMICOS / OFTALMICO,MILILITROS // GOTERO * 10ML
16INVEG23P1886,GENTAX OTICO * 15 GR,1886,UNIDAD,OTICOS-OFTALMICOS,MASCOTAS,INVET SA,31745,25936,,,0,18.3,16INVEG23P188,GRAMOS,OTICO,MASCOTAS,SOLUCION OTICA*15GR,GENTAMICINA- BETAMETASONA- CLOTRIMAZOL,OTICOS-OFTALMICOS / OTICO,GRAMOS // SOLUCION OTICA*15GR
16INVEG14P1887,GENTAX TOPICO * 50 ML,1887,UNIDAD,DERMATOLOGICOS,MASCOTAS,INVET SA,26744,21850,,,0,18.3,16INVEG14P188,MILILITROS,DERMATOLOGICOS,MASCOTAS,CREMA * 50ML,GENTAMICINA- BETAMETASONA,DERMATOLOGICOS / DERMATOLOGICOS,MILILITROS // CREMA * 50ML
22SERVG08P1148,GENZURIL * 250 ML,1148,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406325,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 250ML,TOLTRAZURIL- GENTAMICINA SULFATO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 250ML
22SERVG08P1149,GENZURIL * 500 ML,1149,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406318,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 500ML,TOLTRAZURIL- GENTAMICINA SULFATO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 500ML
22SERVG08P1150,GENZURIL JGA * 30 ML,1150,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406349,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 30ML,TOLTRAZURIL- GENTAMICINA SULFATO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 30ML
22SERVG08P1151,GENZURIL ORAL * 100 ML,1151,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406332,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 100ML,TOLTRAZURIL- GENTAMICINA SULFATO,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 100ML
36BIOSG27P0061,GERIATRIX FRASCO * 30 TABLETAS,61,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG27P0061,TABLETA,SUPLEMENTOS ALMENTICIOS,MASCOTAS,TABLETAS,ADENOSIN TRIFOSFATO- CONENZIMA Q10- ADENOSIL METIONINA- SULFATO DE CONDROITINA- SULFATO DE GLUCOSAMINA- PROTEINATO DE ZINC- FOSFATO TRICALCICO- PROTEINATO DE COBRE- PROTEINATO DE HIERRO- SULFATO DE MANGANESO- EXTRACTO DE ALGAS- VITA C E A B3 B6 B7 B9 B1- FRUCTOLIGOSACARIDOS- OXIDO DE MAGNESIO- GINKGO  FLAVONGLUCOSIDOS- ACETATO- L CARNITINA- LEVADURA DE CROMO- LEVADURA DE SELENIO- TE VERDE- CLORURO DE COLINA- CLORHIDRATO DE PIRIDOXINA- INOSITOL NF12- NIACINA- ACIDO FOLICO- TIAMINA- RIBOFLAVINA- ACIDO PANTOTENICO- CELULA MICROCRISTALINA- ESTRATO DE MAGNESIO,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,TABLETA // TABLETAS
11BOGAG19P1508,GESTAR * 10 ML,1508,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG19P1508,MILILITROS,HORMONALES,GANADERIA,INYECTABLE *10ML,ACETATO DE BUSERELINA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE *10ML
11BOGAG19P1509,GESTAR * 100 ML,1509,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG19P1509,MILILITROS,HORMONALES,GANADERIA,INYECTABLE *100ML,ACETATO DE BUSERELINA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE *100ML
11BOGAG19P1510,GESTAR * 50 ML,1510,UNIDAD,HORMONALES,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG19P1510,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 50ML,ACETATO DE BUSERELINA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 50ML
29VECOG19P2210,GESTAVEC 25 * 10 ML,2210,UNIDAD,HORMONALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG19P2210,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 10 ML,PROGESTERONA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 10 ML
13CALIG19P2612,GESTRAN 100 MG * 5 ML,2612,UNIDAD,HORMONALES,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG19P2612,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 5ML,PROGESTERONA 10%,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 5ML
27PROCG18P1823,GINKGOPET * 30 TABS,1823,UNIDAD,HOMEOPATICOS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG18P1823,TABLETA,HOMEOPATICO,MASCOTAS,TABLETAS * 30,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,TABLETA // TABLETAS * 30
14HEELG18P1937,GLANDULA SUPRARENALIS SUIS INJEEL CAJA * 5 AMP,1937,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1937,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS
41GABRG25P2834,GLICOPAN PET * 125 ML,2835,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,GABRICA S.A,51775,42300,,,5,18.3,7898053580883,MILILITRO,MULTIVITAMINICO,MASCOTAS,125 ML,VITA B1- B6- B12- AMINOA - COLINA- BETAINA- GLUCOSA ,SUPLEMENTOS ALIMENTICIOS / MULTIVITAMINICO,MILILITRO // 125 ML
41GABRG25P2837,GLICOPAN PET GOTAS * 30 ML,2837,UNIDAD,PROMOTORES DE CRECIMIENTO,MASCOTAS,GABRICA S.A,33170,27100,,,5,18.3,7898053580340,MILILITRO,MULTIVITAMINICO,MASCOTAS,,VITA B1- B6- B12- AMINOA - COLINA- BETAINA- GLUCOSA ,PROMOTORES DE CRECIMIENTO / MULTIVITAMINICO,MILILITRO // 
22SERVG13P1152,GLITTER BAÑO SECO EN ESPUMA * 150 ML,1152,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007407124,MILILITROS,LINEA DE ASEO,MASCOTAS,ESPUMA *150ML,ACEITE DE ARGAN- ACEITE DE COCO ,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // ESPUMA *150ML
22SERVG13P1153,GLITTER BAÑO SECO EN ESPUMA * 80 ML,1153,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,19,19,7707007407131,MILILITROS,LINEA DE ASEO,MASCOTAS,ESPUMA * 80ML,ACEITE DE ARGAN- ACEITE DE COCO ,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // ESPUMA * 80ML
18CALIG29P1986,GLOBI - DEX 200 FCO * 100 ML,1986,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG29P1986,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 100ML,HIERRO DEXTRAN,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 100ML
20ERMAG29P1684,GLOBULIN B * 250 ML,1684,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS ERMA S.A.,0,0,,,0,19.3,20ERMAG29P1684,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,VITA B12 (CIANOCOBALAMINA),VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
20ERMAG29P1685,GLOBULIN B * 50 ML,1685,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS ERMA S.A.,0,0,,,0,19.3,20ERMAG29P1685,GRAMOS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50GR,VITA B12 (CIANOCOBALAMINA),VITAMINAS Y MINERALES / MULTIVITAMINICO,GRAMOS // INYECTABLE * 50GR
20ERMAG29P1686,GLOBULIN SALES * 250 ML,1686,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS ERMA S.A.,0,0,,,0,19.3,20ERMAG29P1686,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,HIERRO DEXTRAN- COBRE,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
20ERMAG29P1687,GLOBULIN SALES * 50 ML,1687,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS ERMA S.A.,0,0,,,0,19.3,20ERMAG29P1687,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,HIERRO DEXTRAN- COBRE,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML
36BIOSG07P0062,GLOBUMAS S.I * 100 ML,62,UNIDAD,ANTIMICROBIANOS,MASCOTAS,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0062,MILILITRO,ANTIBIOTICO,MASCOTAS,100ML,DIACETURATO DE DIMINAZENE- OXITETRACICLINA- ANTIPI,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // 100ML
36BIOSG07P0063,GLOBUMAS S.I * 250 ML,63,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0063,MILILITRO,ANTIBIOTICO,GANADERIA,250 ML,DIACETURATO DE DIMINAZENE- OXITETRACICLINA- ANTIPI,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // 250 ML
36BIOSG07P0064,GLOBUMAS S.I * 50 ML,64,UNIDAD,ANTIMICROBIANOS,GANADERIA,BIOSTAR PHARMACEUTICAL S.A.,0,0,,,0,21,36BIOSG07P0064,MILILITRO,ANTIBIOTICO,GANADERIA,250 ML,DIACETURATO DE DIMINAZENE- OXITETRACICLINA- ANTIPI,ANTIMICROBIANOS / ANTIBIOTICO,MILILITRO // 250 ML
19CHALG29P1458,GLOMAX INY. FCO * 50 ML,1458,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,1,,,0,18.8,19CHALG29P145,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE  * 50ML,VITA B12- SODIO- AMINOA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE  * 50ML
19CHALG29P1459,GLOMAX INY. FCO* 10 ML,1459,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,18.8,19CHALG29P1459,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE  * 10ML,VITA B12- SODIO- AMINOA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE  * 10ML
20ERMAG29P1688,GLUCONATO DE CALCIO ERMA * 80 TBL,1688,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS ERMA S.A.,0,0,,,0,19.3,20ERMAG29P1688,TABLETA,MULTIVITAMINICO,MASCOTAS,TABLETAS * 80,VITA D- GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,TABLETA // TABLETAS * 80
27PROCG29P1824,GLUCONATO DE CALCIO PROCONVET * 500 ML,1824,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,PROCONVET SA,0,0,,,0,20.3,27PROCG29P1824,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
29VECOG29P2211,GLUCONATO DE CALCIO VECOL * 250 ML,2211,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG29P2211,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250 ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250 ML
29VECOG29P2212,GLUCONATO DE CALCIO VECOL * 500 ML,2212,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG29P2212,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
31VICAG29P1315,GLUCONATO DE CALCIO VICAR * 100 ML,1315,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,13160.97561,10792,,,0,18,7707264577899,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 100ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 100ML
31VICAG29P1316,GLUCONATO DE CALCIO VICAR * 250 ML,1316,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,22550,18491,,,0,18,7707264577905,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
31VICAG29P1317,GLUCONATO DE CALCIO VICAR * 500 ML,1317,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,36940.2439,30291,,,0,18,7707264577912,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,GLUCONATO DE CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
32VIRBG19P2512,GONAXAL * 50 ML,2512,UNIDAD,HORMONALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,117170.4958,96900,,,0,17.3,32VIRBG19P2512,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 50ML,ACETATO DE BUSERELINA,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 50ML
30VETLG07P2029,GORBAZOO BLISTER * 10 TABS,2029,UNIDAD,ANTIMICROBIANOS,MASCOTAS,VET LAT COLOMBIA S.A.S.,14736.77069,10861,,,0,26.3,30VETLG07P2029,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,SULFADOXINA- TRIMETOPRIM,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10
23LAVMG29P2368,GOTAS MULTIVITAMINICAS * 10 ML,2368,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG29P2368,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 10ML,VITA A- B1- B2- B3- B6- B7- D- E- CALCIO- AMINOA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 10ML
46NUTRG27P2961,GRADUAL GATOS * 100 GR,2961,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,LABORATORIOS NUTRIFARMA SAS,28497,22000,,,5,22.8,46NUTRG27P2961,,SUPLEMENTOS ALMENTICIOS,MASCOTAS,,VITA A- D3- E- B1- B2- B3- B5- B12- LECHE EN POLVO-  CALCIO- COBRE- YODO- MAGNESIO- ZINC- SELENIO- FOSFORO- TAURINA,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS, // 
46NUTRG27P2962,GRADUAL GATOS * 300 GR,2962,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,LABORATORIOS NUTRIFARMA SAS,36269,28000,,,5,22.8,46NUTRG27P2962,,SUPLEMENTOS ALMENTICIOS,MASCOTAS,,NO APLICA,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS, // 
46NUTRG27P2959,GRADUAL PERROS * 180 GR,2959,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,LABORATORIOS NUTRIFARMA SAS,34974,27000,,,5,22.8,46NUTRG27P2959,,SUPLEMENTOS ALMENTICIOS,MASCOTAS,,NO APLICA,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS, // 
46NUTRG27P2960,GRADUAL PERROS * 300 GR,2960,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,LABORATORIOS NUTRIFARMA SAS,41451,32000,,,5,22.8,46NUTRG27P2960,,SUPLEMENTOS ALMENTICIOS,MASCOTAS,,NO APLICA,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS, // 
27PROCG19P1825,GRAFOLEON N.F * 20 ML,1825,UNIDAD,HORMONALES,GANADERIA,PROCONVET SA,71107,56672,,,0,20.3,27PROCG19P182,MILILITROS,HORMONALES,GANADERIA,INYECTABLE * 20ML,BENZOATO DE ESTRADIOL,HORMONALES / HORMONALES,MILILITROS // INYECTABLE * 20ML
